Admit,Gender,Dept A,Dept B,Dept C,Dept D,Dept E,Dept F,Admit A,Admit B,Admit C,Admit D,Admit E,Admit F,Admit_Rate
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
1,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
0,1,0,1,0,0,0,0,0,0.632478632,0,0,0,0,0.6325
